,sku_id,sku_name
87,8139507,粒上皇 蟹黄味瓜子仁198g 坚果炒货 休闲零食
88,100017415737,洽洽 藤椒瓜子108g*32袋
89,100017818207,百草味葵花籽500g坚果零食炒货焦糖味瓜子仁年货特产
90,100025380988,华味亨 180g草本味瓜子*3 休闲食品每日坚果小吃 零食 葵花籽
91,100032043680,甘源 瓜子仁75g*32袋 家庭聚会办公休闲小吃零食 瓜子仁蟹黄味
92,100038830699,享食者 瓜子 休闲食品 焦糖味香瓜子100g 10袋起售 新老装随机
93,100046018182,童年记 瓜子混合装500g*4袋(香瓜子+原味+多味+海盐)葵花籽休闲零食
94,100048821235,姚生记 大颗粒葵花籽 办公室休闲零食 每日坚果炒货小吃 手选原香味大白瓜子110g*3袋
95,100002472500,百草味 香瓜子坚果炒货休闲零食小吃大包装批发非散装 山核桃味葵花籽500g/袋
96,100004314808,沙城 休闲零食 办公室零食 坚果炒货 葵瓜子组合装山核桃味210g*2袋
97,100006814318,洽洽焦糖瓜子98g*1袋 葵花籽大颗粒坚果炒货团购休闲零食小吃
98,100022548442,京东京造 蟹黄瓜子仁200g（10件起购）
99,100029531660,京库 前川 奶香味瓜子量贩装 葵花籽坚果炒货办公室宿舍休闲零食特产小吃 奶香味瓜子500g*2袋
100,100032382302,三胖蛋 正宗内蒙特产原味大瓜子年货礼盒 葵花籽218g*4桶（钜惠装）
101,100032469202,三胖蛋嗑么牛礼盒（B套餐）中端原味218g葵瓜子*2罐+五香葵瓜子168*2罐
102,100032892850,三胖蛋 正宗内蒙特产原味大瓜子 葵花籽 坚果休闲零食 180g*3袋
103,100047210729,洽洽 香瓜子308g*3  葵花籽坚果炒货 网红休闲零食小吃
104,100031756462,洽洽 招牌香瓜子200g/袋*5袋 坚果炒货葵花籽休闲零食小吃 香瓜子
105,100035071243,童年记葵花籽多味瓜子500克*4袋白壳五香味干果炒货办公室小零食
106,100035825099,洽洽瓜子 坚果炒货西瓜子休闲零食小吃 奶油小而香128g*5袋
107,100051003805,蜂小吉西瓜子500g新货年货手剥袋装坚果干果炒货孕妇零食休闲零食大礼包
108,100009254326,洽洽多味瓜子葵花籽零食恰恰瓜子特产炒货多味瓜子500g*1袋
109,100029733994,北巷南猫 集采锐哲 蟹黄瓜子仁一组5袋（60g/袋） 休闲零食 坚果炒货 送人 追剧 办公 休闲聚会
110,100043168261,三胖蛋 盐焗南瓜子 内蒙特产坚果炒货休闲办公室零食南瓜籽 176g/罐（2罐起发，单拍不发）
111,100047410817,洽洽 茶瓜子绿茶南瓜子144gx3袋 瓜子葵花籽食品网红零食
112,100052153599,三胖蛋（sanpangdan） 盐焗南瓜子 内蒙古特产 休闲零食坚果炒货 180G*4罐
113,100052269833,三胖蛋（sanpangdan） 坚果瓜子套装 月盛斋//伊利 /洽洽坚果熟食瓜子酸奶组合 4796g
114,4317063,洽洽 焦糖瓜子108g*1袋 坚果炒货葵花籽团购网红办公室休闲零食小吃
115,100013916675,滋美世家新货南瓜子仁罐装内蒙古生熟南瓜子仁原味脱壳白南瓜籽仁
116,100016282835,每果时光 山核桃味瓜子248g/罐 葵花籽每日坚果炒货干果休闲食品孕妇儿童零食
117,100019032099,洽洽 原香瓜子150g/袋
118,100028595075,三胖蛋瓜子218g*4
119,2237616,姚生记山核桃味瓜子180g 香脆大颗粒葵花籽休闲零食 每日坚果炒货干果仁
120,4159534,正林 原香葵花子
121,7006364,徽记 黑糖海盐味瓜子 坚果炒货 零食小吃葵花籽休闲干果食品500g/袋
122,100028890259,三胖蛋 正宗内蒙特产原味大瓜子 每日坚果 五香味南瓜子 坚果休闲零食 180g/罐
123,100032106190,洽洽 香瓜子（防潮版）90g*30袋-X
124,100040909587,洽洽 蜂蜜黄油瓜子108g*32袋箱装（团购大客户专拍）
125,100042806488,马家 黑瓜子 818克 单桶
126,100042898970,洽洽原香瓜子285g*20包 整箱装 原香味瓜子大颗粒葵花籽坚果炒货
127,100045974099,旭东百里挑一休闲零食坚果炒货团购5斤箱装
128,100055498025,三胖蛋（sanpangdan）原味南瓜子套盒 南瓜籽坚果炒货 180克*4罐
129,100004922908,8月农莊 黑瓜子话梅味 西瓜子休闲零食坚果炒货128g*4袋
130,100010911377,阿里山 瓜子 原香葵花子葵花籽袋装218g 坚果炒货办公室休闲零食零嘴
131,100017586746,翁财记 焦糖味葵花瓜子180g/袋 大颗粒焦糖味香瓜子葵花籽炒货零食
132,100035825063,洽洽 藤椒瓜子 洽洽坚果炒货葵花籽休闲零食小吃 藤椒瓜子108g*5袋
133,100036749152,甘源 坚果炒货 膨化休闲 小吃零食蟹黄味瓜子仁 葵瓜子 285g
134,1220027,甘源 酱汁牛肉味瓜子仁 75g
135,100009254276,洽洽 五香香瓜子 经典包装葵花籽 休闲零食小吃 160g
136,100009675832,【京东出品】八享时黑瓜子220g  西瓜子 坚果炒货 休闲零食
137,100023057365,洽洽 蓝袋瓜子 原味108gx5袋 瓜子葵花籽食品网红零食
138,100031702212,三只松鼠  焦糖瓜子500g
139,100040957951,三胖蛋 正宗内蒙特产原味大瓜子 218g*2罐 每日坚果 葵花籽 节日坚果休闲零食
140,100043731605,厚道仁 本香瓜子五香罐装218g*1罐 坚果炒货年货休闲团购 葵瓜子
141,100047415072,洽洽 原味瓜子285gx2袋 恰恰葵花子大颗零食炒货葵花籽休闲小吃 
142,100052890397,洽洽 葵珍八分熟188g*6(黑金罐)礼盒 内蒙特产大瓜子休闲零食炒货
143,100001402989,厂家直送 ileven 坚果食光 休闲零食 小吃 西瓜子大礼包 话梅西瓜子 1200g（300g*4罐）
144,100015208095,洽洽香瓜子200g*10袋 坚果炒货葵花籽休闲零食小吃
145,100021318709,鲜记盐焗南瓜子348g
146,100029480967,百草味 南瓜子（盐焗味）160g/袋*3 | SN-N11231
147,100036438434,洽洽 奶香瓜子（防潮版）150g*32袋（团购）
148,100042452485,洽洽瓜子 招牌香瓜子 108g 山核桃味*5【核香酥脆】 恰恰焦糖山核桃藤椒味瓜子葵花籽休闲零食每日坚果小吃
149,7896857,徽记 坚果炒货 休闲零食 小吃食品 老卤味煮瓜子原味生瓜子组合套装1000g
150,100019778152,散称炒货原味瓜子500g
151,100022893028,鲜记 精品罐装南瓜子500g 家庭分享装盐焗味南瓜籽 孕妇坚果炒货 休闲零食小吃 
152,100035421005,三胖蛋 正宗内蒙特产原味大瓜子 每日坚果 原味瓜子高端方形礼盒 坚果休闲零食 168g*6/盒
153,100044775696,洽洽原味瓜子26克*10包
154,100046553502,洽洽多味香瓜子260g*3袋 洽洽每日坚果葵花籽休闲办公室零食特产炒货
155,4431247,胖农 休闲零食 坚果炒货 生瓜子 内蒙古原味葵花籽220g/罐
156,4912878,老闫家 坚果炒货 休闲零食葵花籽 红枣味瓜子500g/袋
157,100017295712,三胖蛋 五香味南瓜子 坚果炒货休闲零食160g
158,100019296542,三胖蛋 盐焗五香味南瓜籽炒货原味大颗粒南瓜籽小包装休闲坚果 南瓜籽180g/罐*2 原味
159,100031851372,百草味葵花籽500g坚果零食炒货焦糖味瓜子
160,100046553422,洽洽 招牌香瓜子 休闲零食 藤椒瓜子108g*5袋+山核桃瓜子108g*5袋
161,100009254310,洽洽 盐焗味南瓜子 休闲零食小吃500g
162,100013817700,八享时黑瓜子220g  西瓜子 坚果炒货 休闲零食 即食食品
163,100020553681,三只松鼠焦糖味瓜子量贩装  坚果炒货葵花籽办公室宿舍休闲零食特产小吃 500g/袋
164,100033501235, 优诗美意 新疆和田市特产 原味瓜子168g/袋 4袋家庭装
165,100035072775,童年记香瓜子500g*5袋 五香味葵花籽 干果炒货年货香脆好嗑 包装随机
166,100042494126,三胖蛋（sanpangdan）正宗内蒙特产原味大瓜子 每日坚果 葵花籽 坚果休闲零食 90g/袋
167,100047529476,三胖蛋（sanpangdan）原味葵花籽85g*10袋 内蒙特产瓜子坚果炒货
168,100049636661,周周乐 盐焗味南瓜子800g/罐装盐焗炒货多味纸皮南瓜籽孕妇坚果休闲零食
169,100004332656,沙城 休闲零食 办公室零食 坚果炒货 葵瓜子组合装黑糖味210g*2袋
170,100017976701,洽洽 香瓜子55g*35袋-X
171,100029468942,姚生记 手选原香味香瓜子110g 大颗粒葵花籽 办公室休闲零食 每日坚果炒货小吃
172,100030043322,鲜禾鲜 脱皮香瓜子 多味葵瓜子 坚果炒货 休闲零食120g
173,100040957925,三胖蛋 南瓜籽五香味180g*3罐 南瓜子 坚果炒货休闲小零食
174,100041073588,洽洽洽洽藤椒瓜子108g（渠道商品，请勿下单）
175,100042452605,洽洽 招牌原香瓜子285g*3 恰恰葵花籽零食炒货休闲小吃
176,100015208063,洽洽藤椒味瓜子108g*6袋 葵花籽公室宿舍休闲零食坚果炒货
177,100017818203,百草味葵花籽500g坚果零食炒货焦糖味瓜子仁年货特产
178,100018503033,三胖蛋 五香味南瓜子180g*2罐 炒南瓜子 坚果炒货 休闲办公室零食南瓜籽罐装 
179,100035072687,童年记海盐瓜子500g/袋 大包一斤葵花籽坚果炒货 2袋起售 包装随机
180,100042898952,洽洽奶香瓜子285g*20包 整箱装 奶香味瓜子大颗粒葵花籽坚果炒货
181,100025620937,旭东百里挑一 五香味西瓜子独立小包装160g 坚果炒货休闲零食年货
182,100032320034,三胖蛋 正宗内蒙特产原味大瓜子年货礼盒 葵花籽218g*4桶（钜惠装）
183,100037257056,洽洽葵珍三分熟原味瓜子98g葵花籽大颗粒坚果炒货特产零食休闲小吃
184,100042452475,洽洽五香香瓜子经典包装160g*5 葵花籽坚果炒货周末洽洽休闲零食小吃
185,100007192663,葵先生 五香瓜子多味瓜子葵瓜子坚果炒货218g
186,100008622400,玄谷村 零添加剂正宗内蒙古特产高端原味大瓜子葵花籽226g*4罐礼盒装 每日坚果炒货零食休闲小吃
187,100030065854,良一 休闲零食 瓜子仁蚕豆 黑鸭味 坚果炒货特产小吃葵瓜子 720g/箱
188,100031267816,洽洽 山核桃瓜子108g*32袋
189,100044669834,老街口奶油瓜子500g/袋*10 每日坚果 葵花籽休闲零食坚果炒货小吃年货 
190,100047880295,洽洽瓜子五香瓜子350g坚果炒货经典红色包装葵花籽香瓜子休闲零食小吃
191,100050358979,三胖蛋（sanpangdan） 南瓜籽南瓜子坚果炒货休闲零食四罐组合装 原味180g*4
192,100053658693,享食者（XIANGSHIZHE）蟹黄瓜子仁坚果炒货干果休闲零食108g*4袋装
193,100011698680,华味亨 山核桃味+焦糖味瓜子*2 460g两口味瓜子
194,100015089837,洽洽 308g五香香瓜子 经典包装葵花籽 休闲零食小吃 2件起购
195,100035072811,童年记南瓜子208克*5袋 坚果炒货 小吃休闲零食办公室宿舍团购
196,100035195410,原味瓜子200g*袋
197,100038953509,洽洽 蜂蜜黄油瓜子108g*32袋（团购大客户专拍）
198,100046015952,童年记 原味瓜子500g*2袋 葵花籽休闲零食坚果炒货小吃年货 包装随机
199,100050624739,胖农休闲零食 坚果炒货 内蒙古原味香瓜子葵花子 经典量贩装96g10袋
200,100002821052,大好大 奶油味香瓜子200g*3包
201,100009254262,洽洽 坚果炒货  JOY定制零食瓜子皇葵礼盒880g
202,100040983956,洽洽洽洽多味瓜子500g（渠道商品，请勿下单）
203,3209037,沙城 坚果炒货 西瓜子 黑瓜子甘草味250g/袋
204,4612703,徽记 坚果炒货 瓜子葵花籽子 休闲零食 蜜汁山核桃味大瓜子188g
205,100007204653,鹦鹉世家核桃瓜子2KG(500g*4袋)
206,100031243492,洽洽 藤椒味瓜子 网红口味葵花籽 休闲零食小吃108g*5袋
207,100040321556,福财记福财记 西瓜子蒸煮湿西瓜籽大黑圆瓜子独立包瓜子五香味380g*5袋
208,100047746609,洽洽 葵珍八分熟原味瓜子礼盒188g*6罐（黑金罐） 过节送礼礼品内蒙特产休闲零食葵花籽坚果炒货1128g
209,2945849,甘源坚果炒货 瓜子仁 酱汁牛肉味 休闲零食小吃葵瓜子 285g/袋
210,100010196168,玄谷村 正宗内蒙特产原味の大瓜子226g/罐 葵花籽 坚果炒货休闲零食小吃
211,100013346105,三只松鼠蟹黄味瓜子仁 坚果炒货休闲零食地方特产小吃218g/袋*3
212,100020872837,洽洽 芝士瓜子108g*32袋（团购）
213,100024701966,如水如水 原味南瓜籽仁果仁休闲零食坚果即食300g
214,100027154246,华味亨 多口味香瓜子500g/袋*3  山核桃味+焦糖味+草本味 休闲食品每日坚果量贩装小吃 零食 葵花籽
215,100027953690,洽洽 焦糖味瓜子108g/袋 葵花籽休闲零食小吃 焦糖口味瓜子108g*10袋
216,100028518192,打谷塬 坚果炒货 打谷塬南瓜籽270g罐装
217,100031336448,洽洽 香瓜子55g*35袋
218,100031868196,三只松鼠  焦糖瓜子500g /1
219,100009342585,三只松鼠整箱装瓜子仁蟹黄味205g*60袋
220,100015913375,洽洽 山核桃瓜子 网红口味香瓜子袋装葵花籽大颗粒年货休闲零食小吃零嘴108g
221,100019298098,三胖蛋 南瓜籽 休闲零食 坚果炒货 礼盒装 180g*4罐/盒 盐焗味
222,100036249226,洽洽 香瓜子（防潮版）160g*32袋-T
223,100042494118,三胖蛋（sanpangdan）正宗内蒙特产原味大瓜子 原味瓜子高端彩盒218g*12罐 特惠整箱装
224,1311844,甘源牌75G袋装酱汁牛肉味瓜子仁
225,100007655414,三只松鼠_奶油味瓜子150g
226,100009714467,三只松鼠狼牙瓜子110g/袋（团购专用）
227,100013214894,三只松鼠山核桃味瓜子量贩装  坚果炒货葵花籽办公室宿舍休闲零食特产小吃 500g/袋
228,100032043812,甘源 瓜子仁75g*12袋 家庭聚会办公休闲小吃零食 瓜子仁肉松味
229,100045540737,天虹牌350g大片红瓜子24罐/件
230,100046967609,厚道仁英式红茶味瓜子508g 坚果炒货休闲零食小吃宿舍团购新货大包装
231,3503866,阿里山山核桃味瓜子600g 葵花籽坚果零食小吃
232,100023359663,鲜记罐装盐焗南瓜子348g
233,100026461201,俏美味 休闲零食纸皮南瓜籽 原香味原味南瓜子 五香 500g/袋
234,100030585568,洽洽 瓜子 山核桃味瓜子 风味瓜子品质保证 108g*8袋
235,100032106194,洽洽 原香瓜子200g*25袋-X
236,2098773,正林南瓜子原味分享包228g
237,4181071,盐津铺子 坚果炒货 休闲零食 蟹黄味瓜子仁 蟹黄味 238g
238,4431163,胖农 休闲零食 坚果炒货 内蒙原味瓜子葵花籽恭贺版110g/袋
239,100002328820,都市余味 坚果炒货话梅味西瓜子 颗粒饱满休闲零食 话梅味西瓜子158ｇ/袋
240,100005567725,沙土 喝茶瓜子每日坚果炒货干果果仁西瓜子黑瓜子大颗粒饱满休闲零食小吃袋装600g
241,100018955301, 洽洽陈皮甘草西瓜子1.01kg罐装 恰恰坚果炒货办公室休闲零食桶装
242,100030647332,木之尚-南瓜籽仁  400g
243,1311845,甘源牌628G袋装蟹黄味瓜子仁
244,1746300,飘零大叔  蟹黄瓜子仁  225g/袋
245,4780179,真心瓜子 五香味香瓜子 精选大颗粒 葵花籽 休闲零食 坚果炒货 500g
246,100012456253,胎草堂 盐焗南瓜子500g 大包装纸皮熟南瓜籽新货坚果炒货休闲零食小吃
247,100014226438,老街口焦糖瓜子500g/袋大颗粒黑糖味葵花籽炒货零食香瓜子 每日坚果
248,100029625905,洽洽瓜子 招牌香瓜子恰恰藤椒味瓜子葵花籽休闲零食每日坚果炒货小吃108g 藤椒味*5五袋装【清香麻爽】
249,100031656270,洽洽 陈皮瓜子118g*1袋恰恰精选瓜子大颗葵花籽炒货
250,100035770559,洽洽 葵珍单罐黑金八分熟188g*盒*6罐
251,100051049009,百草味蜂蜜焦糖味葵花籽70g/包  炒货瓜子  30包起售
252,5030754,【京东超市】老闫家 坚果炒货 休闲零食 陕西特产 盐焗南瓜子180g/袋
253,100030137657,粒上皇焦糖味瓜子168g 坚果炒货干果零食瓜子小零嘴 家庭常备办公零食企业福利 3袋装
254,100048121709,洽洽原味瓜子350g原香葵花籽宿舍网红休闲零食小吃炒货
255,100050572305,葵先生葵先生 正宗内蒙原味大瓜子礼盒 特产零食坚果炒货大礼包218g*6桶
256,6738795,【京东自有品牌】八享时纸皮瓜子300g (五香味) 年货 坚果炒货 休闲零食 南瓜子
257,100001272217,洽洽 坚果炒货  JOY定制零食瓜子皇葵礼盒880g
258,100008261941,锅香 古法瓜子 网红五香大颗粒手剥瓜子网红葵花籽坚果零食炒货 240g*5袋
259,100016960373,洽洽 瓜子 葵珍五香味 休闲零食年货好礼 98g*6袋
260,100027289896,华味亨 坚果炒货  休闲办公室零食小吃 话梅味西瓜子750g/袋
261,100046922365,洽洽焦糖瓜子108g/袋 焦糖葵花籽炒货每日坚果小吃休闲零食 3袋起售
262,2028063,来伊份 坚果炒货 休闲小吃  香炒南瓜子仁 分享口袋包260g/袋
263,5639589,沙土喝茶瓜子湿西瓜子400g/袋 坚果炒货小零食
264,100041034709,旭东百里挑一盒装焦糖味葵花籽480g小包装香瓜子坚果炒货休闲零食
265,100041721254,三胖蛋（sanpangdan） 南瓜籽南瓜子坚果炒货休闲零食四罐组合装 五香味180g*4
266,100005871453,旭东百里挑一桶装西瓜子908g （甘草味）
267,100010021803,京东京造 古法瓜子200g 休闲零食小吃 五香多味经典葵花籽 坚果炒货 嗑瓜子
268,100017815636,恒康 山核桃味瓜子250g*4袋 大颗粒葵花籽香瓜子坚果休闲零食炒货
269,100019734512,核桃味瓜子500g
270,100020930623,鲜记 南瓜子/坚果炒货 盐焗风味咸淡适宜 348g/罐*2罐
271,100030477612,洽洽 浓汤番茄火锅瓜子98g*1袋 恰恰每日坚果炒货葵花籽休闲零食小吃恰恰
272,100032043706,甘源 瓜子仁75g*8袋 家庭聚会办公休闲小吃零食 瓜子仁酱汁牛肉味
273,100040922367,正林 瓜子3A级甘草味西瓜子大片五香味原味西瓜籽黑瓜子咸味零食年货团购炒货新货坚果礼盒 3A西瓜子1200g/桶
274,100041103947,正林 瓜子江南小炒奶油味小瓜子 黑西瓜子休闲零食坚果年货炒货 江南小炒 200克
275,1337062,西游记 坚果炒货 蟹黄味瓜子仁 蟹黄瓜子仁150g袋
276,8049022,旺瓜（wacoo） 坚果炒货 休闲零食小吃 独立包装袋中袋 核桃味瓜子 350g/袋
277,100011497575,胖农 休闲零食 坚果炒货 内蒙古原味大瓜子原香葵花籽袋装96g
278,100013953662,洽洽炒货零食小吃恰恰小粒香西瓜子奶油味150g/袋
279,100024331230,三胖蛋 正宗内蒙特产原味大瓜子 每日坚果 葵花籽 坚果休闲零食 218g/桶（保鲜装）
280,100035770693,洽洽 坚果炒货葵瓜子袋休闲小零食洽洽 海盐味嗨瓜子108g*5袋
281,100038535812,华味亨 山核桃味瓜子500g袋*2休闲办公室小零食
282,3670085,ileven 休闲食品 零食炒货 休闲食品 椒盐花生150g
283,4309741,甘源 休闲零食 瓜子仁 蟹黄味 坚果炒货特产小吃葵瓜子 285g*2
284,6050302,旺瓜 坚果炒货 休闲零食 家庭装 盐香黑瓜子焗盐西瓜子1000g/袋
285,100001817820,恒康 休闲零食坚果炒货年货小吃 焦糖味瓜子250g
286,100027563129,洽洽 葵珍罐装瓜子188g 罐装瓜子大瓜子内蒙特产休闲零食葵花籽坚果炒货 八分熟三分熟各一
287,100033063358,洽洽 海盐味瓜子大包装囤货新口味葵花籽坚果炒货500g*1
288,100043144555,三胖蛋 五香味南瓜籽 坚果炒货休闲办公室零食南瓜籽 176g*4罐/盒
289,100044143683,鲜记 瓜子 盐焗南瓜子 家庭分享装 坚果炒货 348g*2罐 新老装随机
